Unnamed: 0,Pickup_Date,Number of Trips,Number of Vehicles,humidity,wind,price,month,day
1463,2009-01-03,774,74,0.66,9.88,7,1,Saturday
1464,2009-01-04,3,2,0.66,9.98,13.5,1,Sunday
1465,2009-01-05,77,38,0.66,9.86,22.5,1,Monday
1466,2009-01-06,42,14,0.66,9.79,27.5,1,Tuesday
1467,2009-01-07,76,41,0.65,9.99,16.5,1,Wednesday
1468,2009-01-08,34,12,0.66,9.87,13.5,1,Thursday
1469,2009-01-09,4,3,0.67,9.93,3,1,Friday
1470,2009-01-10,815,85,0.91,1.32,19.5,1,Saturday
1471,2009-01-11,159,58,0.8,1.38,9,1,Sunday
1472,2009-01-12,22,5,0.92,1.26,7,1,Monday
1473,2009-01-13,80,43,0.92,1.34,13.5,1,Tuesday
1474,2009-01-14,6,2,0.9,9.86,27.5,1,Wednesday
1475,2009-01-15,9,3,0.9,9.99,19.5,1,Thursday
1476,2009-01-16,2,1,0.9,9.63,5,1,Friday
1477,2009-01-17,59,1,0.9,9.64,13.5,1,Saturday
1478,2009-01-18,1125,112,0.87,10.13,7,1,Sunday
1479,2009-01-19,139,52,0.9,10.12,11,1,Monday
1480,2009-01-20,163,58,0.9,10.16,16.5,1,Tuesday
1481,2009-01-21,223,87,0.87,10.11,19.5,1,Wednesday
1482,2009-01-22,1060,44,0.91,10.03,34,1,Thursday
1483,2009-01-23,41,23,0.91,10.05,26,1,Friday
1484,2009-01-24,646,80,0.92,2.85,11,1,Saturday
1485,2009-01-25,436,77,0.92,3.12,9,1,Sunday
1486,2009-01-26,256,107,0.92,3,28.5,1,Monday
1487,2009-01-27,549,101,0.92,2.95,13,1,Tuesday
1488,2009-01-28,610,187,0.92,3.16,21.5,1,Wednesday
1489,2009-01-29,176,66,0.92,2.96,36,1,Thursday
1490,2009-01-30,1489,134,0.57,0.92,13,1,Friday
1491,2009-01-31,96,45,0.57,0.93,20.5,1,Saturday
1492,2009-02-01,210,53,0.57,0.88,9.5,2,Sunday
1493,2009-02-02,1540,107,0.57,0.9,16,2,Monday
1494,2009-02-03,177,74,0.57,0.96,11,2,Tuesday
1495,2009-02-04,13,9,0.57,0.94,9,2,Wednesday
1496,2009-02-05,13,6,0.57,0.95,27.5,2,Thursday
1497,2009-02-06,232,107,0.57,0.93,9.5,2,Friday
1498,2009-02-07,1511,535,0.57,0.92,11,2,Saturday
1499,2009-02-08,694,62,0.57,0.97,17,2,Sunday
1500,2009-02-09,406,56,0.57,0.95,8.5,2,Monday
1501,2009-02-10,591,77,0.57,0.93,8.5,2,Tuesday
1502,2009-02-11,812,106,0.91,10.93,8.5,2,Wednesday
1503,2009-02-12,325,140,0.91,11.07,13,2,Thursday
1504,2009-02-13,293,49,0.91,10.64,24,2,Friday
1505,2009-02-14,151,61,0.92,10.68,16.5,2,Saturday
1506,2009-02-15,693,70,0.87,11.24,7,2,Sunday
1507,2009-02-16,1011,154,0.92,11.22,22.5,2,Monday
1508,2009-02-17,561,114,0.92,11.27,10.5,2,Tuesday
1509,2009-02-18,592,104,0.92,11.17,16.5,2,Wednesday
1510,2009-02-19,8,8,0.92,10.81,32.5,2,Thursday
1511,2009-02-20,1104,140,0.87,11.24,3,2,Friday
1512,2009-02-21,1134,147,0.92,11.13,7,2,Saturday
1513,2009-02-22,546,96,0.92,11.12,13.5,2,Sunday
1514,2009-02-23,61,27,0.64,9.5,10.5,2,Monday
1515,2009-02-24,1934,183,0.64,9.52,16.5,2,Tuesday
1516,2009-02-25,83,16,0.64,9.41,5,2,Wednesday
1517,2009-02-26,304,52,0.64,9.58,7,2,Thursday
1518,2009-02-27,720,124,0.64,9.56,9,2,Friday
1519,2009-02-28,9, -   ,0.64,9.58,26,2,Saturday
1520,2009-03-01,173,75,0.64,9.54,11,3,Sunday
1521,2009-03-02,640,102,0.64,9.47,16.5,3,Monday
1522,2009-03-03,2,2,0.64,9.53,11,3,Tuesday
1523,2009-03-04,404,88,0.91,1.27,19.5,3,Wednesday
1524,2009-03-05,68,17,0.8,1.28,22.5,3,Thursday
1525,2009-03-06,108,52,0.92,2.45,9,3,Friday
1526,2009-03-07,52,21,0.92,2.58,34,3,Saturday
1527,2009-03-08,7,7,0.92,2.63,26,3,Sunday
1528,2009-03-09,829,81,0.92,2.72,29.5,3,Monday
1529,2009-03-10,177,79,0.92,2.67,19.5,3,Tuesday
1530,2009-03-11,30,7,0.77,5.28,15,3,Wednesday
1531,2009-03-12,20,20,0.62,9.9,11,3,Thursday
1532,2009-03-13,116,62,0.61,9.94,8.5,3,Friday
1533,2009-03-14,14,8,0.62,9.89,9,3,Saturday
1534,2009-03-15,4,2,0.62,9.88,8.5,3,Sunday
1535,2009-03-16,9,7,0.62,9.87,10,3,Monday
1536,2009-03-17,138,1,0.68,2.71,17,3,Tuesday
1537,2009-03-18,1119,101,0.68,2.69,19.5,3,Wednesday
1538,2009-03-19,176,62,0.68,2.67,31.5,3,Thursday
1539,2009-03-20,50,24,0.68,2.7,11,3,Friday
1540,2009-03-21,85,37,0.7,2.72,8,3,Saturday
1541,2009-03-22,487,29,0.68,2.7,10,3,Sunday
1542,2009-03-23,18,12,0.68,2.7,7,3,Monday
1543,2009-03-24,320,34,0.68,2.68,3,3,Tuesday
1544,2009-03-25,90,33,0.68,2.72,16.5,3,Wednesday
1545,2009-03-26,52,33,0.7,2.73,13.5,3,Thursday
1546,2009-03-27,259,24,0.68,2.72,10.5,3,Friday
1547,2009-03-28,205,70,0.68,2.69,27.5,3,Saturday
1548,2009-03-29,33,19,0.7,10.25,7.5,3,Sunday
1549,2009-03-30,712,70,0.64,9.18,26.5,3,Monday
1550,2009-03-31,27,14,0.64,9.18,7.5,3,Tuesday
1551,2009-04-01,46,20,0.63,9.07,16,4,Wednesday
1552,2009-04-02,566,48,0.64,9.14,11.5,4,Thursday
1553,2009-04-03,86,37,0.63,9.26,7.5,4,Friday
1554,2009-04-04,1,1,0.64,9.2,11,4,Saturday
1555,2009-04-05,37,22,0.64,9.21,6.5,4,Sunday
1556,2009-04-06,189,80,0.64,9.17,7.5,4,Monday
1557,2009-04-07,291,37,0.64,9.2,11.5,4,Tuesday
1558,2009-04-08,120,20,0.63,9.28,15,4,Wednesday
1559,2009-04-09,249,42,0.64,9.25,11,4,Thursday
1560,2009-04-10,367,81,0.64,9.17,7.5,4,Friday
1561,2009-04-11,91,43,0.73,9.71,27.5,4,Saturday
1562,2009-04-12,91,15,0.76,10.68,19.5,4,Sunday
1563,2009-04-13,20,13,0.77,10.64,27.5,4,Monday
1564,2009-04-14,179,22,0.76,10.38,16.5,4,Tuesday
1565,2009-04-15,537,89,0.77,10.57,10.5,4,Wednesday
1566,2009-04-16,244,68,0.73,10.81,5,4,Thursday
1567,2009-04-17,294,49,0.77,10.71,32.5,4,Friday
1568,2009-04-18,9,9,0.76,10.79,7,4,Saturday
1569,2009-04-19,525,68,0.76,10.7,11,4,Sunday
1570,2009-04-20,415,70,0.77,10.61,13,4,Monday
1571,2009-04-21,215,72,0.73,10.9,8,4,Tuesday
1572,2009-04-22,11,7,0.77,10.82,8,4,Wednesday
1573,2009-04-23,939,106,0.77,10.69,16.5,4,Thursday
1574,2009-04-24,30,9,0.69,10,27,4,Friday
1575,2009-04-25,135,37,0.69,9.96,17.5,4,Saturday
1576,2009-04-26,319,54,0.69,10,11,4,Sunday
1577,2009-04-27,8, -   ,0.69,10.01,26,4,Monday
1578,2009-04-28,61,25,0.69,10.03,7.5,4,Tuesday
1579,2009-04-29,31,24,0.69,10.04,8,4,Wednesday
1580,2009-04-30,9,5,0.94,6.13,13,4,Thursday
1581,2009-05-01,3,3,0.94,6.24,9,5,Friday
1582,2009-05-02,10,3,0.94,5.92,27.5,5,Saturday
1583,2009-05-03,80,33,0.95,5.94,3,5,Sunday
1584,2009-05-04,15,9,0.94,6.37,7,5,Monday
1585,2009-05-05,1,1,0.95,6.36,16.5,5,Tuesday
1586,2009-05-06,339,46,0.94,6.4,10.5,5,Wednesday
1587,2009-05-07,60,37,0.95,6.33,16.5,5,Thursday
1588,2009-05-08,2,1,0.95,6.02,27.5,5,Friday
1589,2009-05-09,12,12,0.94,6.35,10.5,5,Saturday
1590,2009-05-10,14,10,0.95,6.27,5,5,Sunday
1591,2009-05-11,8,3,0.95,6.29,7,5,Monday
1592,2009-05-12,5,2,0.72,7.65,9,5,Tuesday
1593,2009-05-13,3,3,0.72,7.69,19.5,5,Wednesday
1594,2009-05-14,23,1,0.72,7.5,12.5,5,Thursday
1595,2009-05-15,551,110,0.72,7.56,12,5,Friday
1596,2009-05-16,25,15,0.7,7.79,11,5,Saturday
1597,2009-05-17,438,109,0.72,7.76,11,5,Sunday
1598,2009-05-18,574,170,0.72,7.78,12.5,5,Monday
1599,2009-05-19,771,47,0.72,7.72,34,5,Tuesday
1600,2009-05-20,94,51,0.72,7.63,12.5,5,Wednesday
1601,2009-05-21,769,82,0.7,7.8,20.5,5,Thursday
1602,2009-05-22,462,81,0.72,7.74,10,5,Friday
1603,2009-05-23,554,162,0.72,7.71,34,5,Saturday
1604,2009-05-24,788,100,0.7,10.09,11,5,Sunday
1605,2009-05-25,1343,301,0.7,9.93,26,5,Monday
1606,2009-05-26,314,85,0.7,9.97,16.5,5,Tuesday
1607,2009-05-27,1554,144,0.69,10.18,19.5,5,Wednesday
1608,2009-05-28,297,91,0.7,10.14,7,5,Thursday
1609,2009-05-29,252,77,0.7,10.16,11,5,Friday
1610,2009-05-30,6,2,0.7,10.04,11,5,Saturday
1611,2009-05-31,1203,115,0.69,10.19,9,5,Sunday
1612,2009-06-01,623,151,0.7,10.14,26,6,Monday
1613,2009-06-02,35,25,0.7,10.1,3.5,6,Tuesday
1614,2009-06-03,18,9,0.77,7.73,16.5,6,Wednesday
1615,2009-06-04,341,125,0.76,7.81,7,6,Thursday
1616,2009-06-05,2160,673,0.71,11.18,26,6,Friday
1617,2009-06-06,561,68,0.71,11.23,16.5,6,Saturday
1618,2009-06-07,593,62,0.71,11,3.5,6,Sunday
1619,2009-06-08,706,77,0.72,11.06,7,6,Monday
1620,2009-06-09,792,112,0.65,11.35,11,6,Tuesday
1621,2009-06-10,835,244,0.71,11.3,14,6,Wednesday
1622,2009-06-11,440,53,0.71,11.33,8.5,6,Thursday
1623,2009-06-12,281,88,0.72,11.26,8.5,6,Friday
1624,2009-06-13,983,74,0.72,11.14,8.5,6,Saturday
1625,2009-06-14,1202,154,0.66,11.11,27,6,Sunday
1626,2009-06-15,733,130,0.72,11.29,18.5,6,Monday
1627,2009-06-16,1021,109,0.72,11.24,11,6,Tuesday
1628,2009-06-17,22,16,0.69,1.89,11.5,6,Wednesday
1629,2009-06-18,1395,142,0.7,2.07,31.5,6,Thursday
1630,2009-06-19,1300,171,0.7,1.94,11.5,6,Friday
1631,2009-06-20,855,116,0.65,4.17,25,6,Saturday
1632,2009-06-21,247,73,0.66,4.18,11,6,Sunday
1633,2009-06-22,2250,207,0.65,4.15,18.5,6,Monday
1634,2009-06-23,97,15,0.65,4.19,9,6,Tuesday
1635,2009-06-24,384,56,0.65,4.2,26,6,Wednesday
1636,2009-06-25,710,123,0.65,4.18,13,6,Thursday
1637,2009-06-26,8, -   ,0.66,4.16,14,6,Friday
1638,2009-06-27,452,134,0.66,4.19,14,6,Saturday
1639,2009-06-28,122,50,0.66,4.18,36,6,Sunday
1640,2009-06-29,66,33,0.87,9.19,24,6,Monday
1641,2009-06-30,455,94,0.87,9.21,11,6,Tuesday
1642,2009-07-01,146,36,0.84,9.32,22.5,7,Wednesday
1643,2009-07-02,298,92,0.87,9.26,32.5,7,Thursday
1644,2009-07-03,98,30,0.87,9.22,7,7,Friday
1645,2009-07-04,14,12,0.88,9.19,10.5,7,Saturday
1646,2009-07-05,702,91,0.87,9.29,16.5,7,Sunday
1647,2009-07-06,302,106,0.87,9.21,13.5,7,Monday
1648,2009-07-07,42,10,0.71,6.53,7,7,Tuesday
1649,2009-07-08,9,9,0.71,6.55,16.5,7,Wednesday
1650,2009-07-09,235,83,0.7,6.35,16.5,7,Thursday
1651,2009-07-10,14,7,0.71,6.43,22.5,7,Friday
1652,2009-07-11,15,5,0.68,6.68,32.5,7,Saturday
1653,2009-07-12,14,12,0.71,6.61,10.5,7,Sunday
1654,2009-07-13,178,1,0.71,6.63,13,7,Monday
1655,2009-07-14,1010,107,0.71,6.56,26.5,7,Tuesday
1656,2009-07-15,262,75,0.71,6.53,13,7,Wednesday
1657,2009-07-16,451,107,0.68,6.7,13,7,Thursday
1658,2009-07-17,749,179,0.71,6.64,17.5,7,Friday
1659,2009-07-18,949,51,0.71,6.55,11,7,Saturday
1660,2009-07-19,122,62,0.86,9.41,22,7,Sunday
1661,2009-07-20,822,84,0.87,9.36,11,7,Monday
1662,2009-07-21,534,84,0.83,9.5,29.5,7,Tuesday
1663,2009-07-22,584,171,0.86,9.41,8,7,Wednesday
1664,2009-07-23,993,121,0.87,9.42,18.5,7,Thursday
1665,2009-07-24,1527,310,0.83,9.52,8,7,Friday
1666,2009-07-25,312,90,0.86,9.41,7.5,7,Saturday
1667,2009-07-26,1697,146,0.93,2.59,8.5,7,Sunday
1668,2009-07-27,359,96,0.93,2.56,27.5,7,Monday
1669,2009-07-28,464,97,0.9,6.22,11,7,Tuesday
1670,2009-07-29,9,2,0.89,6.15,22.5,7,Wednesday
1671,2009-07-30,1217,115,0.9,6.19,19.5,7,Thursday
1672,2009-07-31,700,157,0.9,6.21,10.5,7,Friday
1673,2009-08-01,39,28,0.9,6.22,16.5,8,Saturday
1674,2009-08-02,16,6,0.91,6.24,7,8,Sunday
1675,2009-08-03,420,148,0.91,6.23,32.5,8,Monday
1676,2009-08-04,2498,737,0.93,2.58,8.5,8,Tuesday
1677,2009-08-05,588,70,0.93,2.6,7,8,Wednesday
1678,2009-08-06,674,63,0.93,2.53,27.5,8,Thursday
1679,2009-08-07,663,81,0.93,2.54,15,8,Friday
1680,2009-08-08,896,114,0.91,2.63,8.5,8,Saturday
1681,2009-08-09,992,261,0.93,2.62,11,8,Sunday
1682,2009-08-10,478,56,0.93,2.63,12,8,Monday
1683,2009-08-11,358,93,0.93,2.61,15,8,Tuesday
1684,2009-08-12,1075,79,0.94,2.58,8.5,8,Wednesday
1685,2009-08-13,1332,167,0.91,2.63,11,8,Thursday
1686,2009-08-14,756,127,0.94,2.61,20.5,8,Friday
1687,2009-08-15,973,114,0.93,2.61,29.5,8,Saturday
1688,2009-08-16,32,27,0.83,8.67,10.5,8,Sunday
1689,2009-08-17,1515,144,0.83,8.67,10.5,8,Monday
1690,2009-08-18,1486,170,0.83,8.65,11,8,Tuesday
1691,2009-08-19,862,105,0.93,1.25,13,8,Wednesday
1692,2009-08-20,242,77,0.93,1.23,11,8,Thursday
1693,2009-08-21,2286,211,0.93,1.45,38.5,8,Friday
1694,2009-08-22,89,14,0.94,1.36,27,8,Saturday
1695,2009-08-23,371,58,0.89,1.1,8.5,8,Sunday
1696,2009-08-24,719,135,0.93,1.18,16,8,Monday
1697,2009-08-25,8, -   ,0.93,1.16,12.5,8,Tuesday
1698,2009-08-26,407,130,0.93,1.24,11,8,Wednesday
1699,2009-08-27,1268,117,0.94,1.26,7.5,8,Thursday
1700,2009-08-28,80,29,0.89,1.07,8.5,8,Friday
1701,2009-08-29,548,101,0.94,1.14,30,8,Saturday
1702,2009-08-30,120,30,0.94,1.24,19.5,8,Sunday
1703,2009-08-31,276,93,0.62,9.97,7,8,Monday
1704,2009-09-01,108,31,0.61,10.01,16,9,Tuesday
1705,2009-09-02,23,16,0.62,9.96,9.5,9,Wednesday
1706,2009-09-03,691,94,0.62,10.01,25,9,Thursday
1707,2009-09-04,318,107,0.62,9.95,13,9,Friday
1708,2009-09-05,32,9,0.91,4.45,22.5,9,Saturday
1709,2009-09-06,14,14,0.91,4.37,11,9,Sunday
1710,2009-09-07,297,92,0.92,4.38,34,9,Monday
1711,2009-09-08,12,7,0.91,4.54,11,9,Tuesday
1712,2009-09-09,25,5,0.91,4.55,13,9,Wednesday
1713,2009-09-10,10,9,0.91,4.52,3,9,Thursday
1714,2009-09-11,173,1,0.91,4.51,13.5,9,Friday
1715,2009-09-12,984,111,0.65,9.76,7,9,Saturday
1716,2009-09-13,296,83,0.65,9.89,27.5,9,Sunday
1717,2009-09-14,338,102,0.66,9.91,10.5,9,Monday
1718,2009-09-15,503,157,0.78,6.57,16.5,9,Tuesday
1719,2009-09-16,1429,49,0.78,6.54,21.5,9,Wednesday
1720,2009-09-17,75,48,0.79,6.56,17,9,Thursday
1721,2009-09-18,673,81,0.79,6.64,11,9,Friday
1722,2009-09-19,551,86,0.79,6.59,31.5,9,Saturday
1723,2009-09-20,537,155,0.67,4.82,11.5,9,Sunday
1724,2009-09-21,1031,123,0.67,4.85,11.5,9,Monday
1725,2009-09-22,1137,283,0.68,4.75,8.5,9,Tuesday
1726,2009-09-23,349,82,0.67,4.77,13.5,9,Wednesday
1727,2009-09-24,2226,152,0.69,4.9,27.5,9,Thursday
1728,2009-09-25,256,84,0.67,4.89,19.5,9,Friday
1729,2009-09-26,294,80,0.67,4.9,5,9,Saturday
1730,2009-09-27,6,2,0.67,4.88,38.5,9,Sunday
1731,2009-09-28,1848,128,0.67,4.8,22.5,9,Monday
1732,2009-09-29,478,144,0.69,4.9,9,9,Tuesday
1733,2009-09-30,26,14,0.67,4.87,24,9,Wednesday
1734,2009-10-01,19,8,0.67,4.87,18.5,10,Thursday
1735,2009-10-02,360,143,0.54,11.22,11.5,10,Friday
1736,2009-10-03,2257,710,0.55,11.3,9,10,Saturday
1737,2009-10-04,894,71,0.55,11.11,28,10,Sunday
1738,2009-10-05,768,64,0.54,11.11,10,10,Monday
1739,2009-10-06,848,78,0.55,11.37,34,10,Tuesday
1740,2009-10-07,1047,117,0.54,11.38,11,10,Wednesday
1741,2009-10-08,672,236,0.54,11.4,15,10,Thursday
1742,2009-10-09,567,63,0.54,11.36,11.5,10,Friday
1743,2009-10-10,240,85,0.54,11.15,11,10,Saturday
1744,2009-10-11,1443,81,0.54,11.35,36,10,Sunday
1745,2009-10-12,1780,172,0.54,11.31,25,10,Monday
1746,2009-10-13,936,130,0.54,11.33,10.5,10,Tuesday
1747,2009-10-14,866,111,0.82,5.41,19.5,10,Wednesday
1748,2009-10-15,23,17,0.83,5.39,11,10,Thursday
1749,2009-10-16,1808,154,0.83,5.36,11,10,Friday
1750,2009-10-17,2115,178,0.83,5.36,10.5,10,Saturday
1751,2009-10-18,997,116,0.82,5.42,27.5,10,Sunday
1752,2009-10-19,172,67,0.7,4.51,10.5,10,Monday
1753,2009-10-20,3178,213,0.7,4.46,7,10,Tuesday
1754,2009-10-21,97,14,0.7,4.47,16.5,10,Wednesday
1755,2009-10-22,447,61,0.69,4.56,9,10,Thursday
1756,2009-10-23,978,151,0.7,4.56,3,10,Friday
1757,2009-10-24,15, -   ,0.7,4.57,13.5,10,Saturday
1758,2009-10-25,324,115,0.7,4.55,15.5,10,Sunday
1759,2009-10-26,1111,118,0.7,4.49,30,10,Monday
1760,2009-10-27,38,19,0.71,4.54,28.5,10,Tuesday
1761,2009-10-28,550,96,0.71,4.54,38,10,Wednesday
1762,2009-10-29,150,37,0.54,9.83,47.5,10,Thursday
1763,2009-10-30,185,80,0.54,9.87,5,10,Friday
1764,2009-10-31,76,28,0.54,9.8,20.5,10,Saturday
1765,2009-11-01,8,8,0.55,9.79,9.5,11,Sunday
1766,2009-11-02,1122,93,0.54,9.89,26,11,Monday
1767,2009-11-03,259,92,0.55,9.9,10.5,11,Tuesday
1768,2009-11-04,38,11,0.54,9.91,11,11,Wednesday
1769,2009-11-05,5,5,0.55,9.9,10.5,11,Thursday
1770,2009-11-06,198,84,0.55,9.8,17.5,11,Friday
1771,2009-11-07,20,9,0.54,9.88,11,11,Saturday
1772,2009-11-08,16,5,0.55,9.86,28,11,Sunday
1773,2009-11-09,10,10,0.55,9.89,11,11,Monday
1774,2009-11-10,175,1,0.69,7.36,19.5,11,Tuesday
1775,2009-11-11,1542,115,0.67,7.53,20.5,11,Wednesday
1776,2009-11-12,237,74,0.67,7.55,10,11,Thursday
1777,2009-11-13,117,59,0.71,7.48,15,11,Friday
1778,2009-11-14,153,81,0.92,1.81,17,11,Saturday
1779,2009-11-15,1641,48,0.92,1.8,30.5,11,Sunday
1780,2009-11-16,33,25,0.92,1.89,10.5,11,Monday
1781,2009-11-17,1262,83,0.93,1.85,10.5,11,Tuesday
1782,2009-11-18,408,80,0.9,1.74,7,11,Wednesday
1783,2009-11-19,144,66,0.92,1.78,13.5,11,Thursday
1784,2009-11-20,925,118,0.92,1.77,42.5,11,Friday
1785,2009-11-21,463,173,0.92,1.8,22.5,11,Saturday
1786,2009-11-22,148,64,0.92,1.81,34,11,Sunday
1787,2009-11-23,2346,152,0.9,1.73,26,11,Monday
1788,2009-11-24,65,36,0.92,1.76,7,11,Tuesday
1789,2009-11-25,130,32,0.78,7.54,26.5,11,Wednesday
1790,2009-11-26,2,1,0.79,7.43,4.5,11,Thursday
1791,2009-11-27,1935,130,0.78,7.49,10.5,11,Friday
1792,2009-11-28,184,91,0.78,7.42,7,11,Saturday
1793,2009-11-29,1,1,0.78,7.58,16,11,Sunday
1794,2009-11-30,159,66,0.79,7.45,14,11,Monday
1795,2009-12-01,1716,617,0.78,7.54,9,12,Tuesday
1796,2009-12-02,669,68,0.78,7.55,27.5,12,Wednesday
1797,2009-12-03,768,63,0.79,7.54,5,12,Thursday
1798,2009-12-04,1051,78,0.77,3.17,10.5,12,Friday
1799,2009-12-05,1157,115,0.77,3.03,16.5,12,Saturday
1800,2009-12-06,180,106,0.78,3.22,7,12,Sunday
1801,2009-12-07,646,61,0.78,3.19,9.5,12,Monday
1802,2009-12-08,86,39,0.72,10.59,9.5,12,Tuesday
1803,2009-12-09,1447,80,0.72,10.61,15.5,12,Wednesday
1804,2009-12-10,1944,167,0.72,10.49,29.5,12,Thursday
1805,2009-12-11,1048,136,0.73,10.53,8,12,Friday
1806,2009-12-12,603,85,0.77,10.69,17,12,Saturday
1807,2009-12-13,14,10,0.72,10.65,20.5,12,Sunday
1808,2009-12-14,2004,154,0.72,10.67,22.5,12,Monday
1809,2009-12-15,1221,150,0.72,10.62,16,12,Tuesday
1810,2009-12-16,1137,120,0.73,10.58,29.5,12,Wednesday
1811,2009-12-17,43,26,0.77,10.7,9.5,12,Thursday
1812,2009-12-18,3763,209,0.73,10.66,9.5,12,Friday
1813,2009-12-19,100,16,0.73,10.62,9,12,Saturday
1814,2009-12-20,548,60,0.65,2.07,20,12,Sunday
1815,2009-12-21,1020,143,0.65,2.07,19.5,12,Monday
1816,2009-12-22,9, -   ,0.65,2.01,9.5,12,Tuesday
1817,2009-12-23,92,50,0.67,2.04,30.5,12,Wednesday
1818,2009-12-24,732,78,0.62,2.12,26,12,Thursday
1819,2009-12-25,4,3,0.66,2.08,9,12,Friday
1820,2009-12-26,299,80,0.66,2.09,9,12,Saturday
1821,2009-12-27,70,49,0.66,2.06,9,12,Sunday
1822,2009-12-28,15,9,0.67,2.07,15,12,Monday
1823,2009-12-29,8,8,0.67,2.1,15,12,Tuesday
1824,2009-12-30,1334,98,0.66,2.06,14,12,Wednesday
1825,2009-12-31,139,64,0.57,1.8,30.5,12,Thursday
1826,2010-01-01,32,9,0.57,1.83,10.5,1,Friday
1827,2010-01-02,19, -   ,0.56,1.7,8.5,1,Saturday
1828,2010-01-03,57,37,0.56,1.91,16,1,Sunday
1829,2010-01-04,21,9,0.57,1.85,21.5,1,Monday
1830,2010-01-05,1,1,0.57,1.79,10.5,1,Tuesday
1831,2010-01-06,4,3,0.56,1.92,11,1,Wednesday
1832,2010-01-07,102,1,0.57,1.87,13,1,Thursday
1833,2010-01-08,1705,113,0.57,1.84,27.5,1,Friday
1834,2010-01-09,123,52,0.79,6.58,8.5,1,Saturday
1835,2010-01-10,160,54,0.8,6.47,8.5,1,Sunday
1836,2010-01-11,188,73,0.67,3.03,15,1,Monday
1837,2010-01-12,1392,39,0.67,3.08,13.5,1,Tuesday
1838,2010-01-13,29,21,0.67,3.2,10.5,1,Wednesday
1839,2010-01-14,1103,75,0.68,2.93,5,1,Thursday
1840,2010-01-15,287,62,0.67,3.18,27.5,1,Friday
1841,2010-01-16,208,102,0.67,3.15,16.5,1,Saturday
1842,2010-01-17,886,105,0.67,3.18,19.5,1,Sunday
1843,2010-01-18,399,146,0.67,3.13,23,1,Monday
1844,2010-01-19,203,69,0.67,2.99,17,1,Tuesday
1845,2010-01-20,2033,143,0.67,3.18,31.5,1,Wednesday
1846,2010-01-21,78,35,0.67,3.12,9.5,1,Thursday
1847,2010-01-22,195,45,0.67,3.11,22,1,Friday
1848,2010-01-23,1851,113,0.59,1.41,9.5,1,Saturday
1849,2010-01-24,171,67,0.59,1.4,10,1,Sunday
1850,2010-01-25,24,18,0.59,1.42,10.5,1,Monday
1851,2010-01-26,7,3,0.59,1.42,11,1,Tuesday
1852,2010-01-27,206,75,0.59,1.41,10,1,Wednesday
1853,2010-01-28,1803,618,0.59,1.41,16.5,1,Thursday
1854,2010-01-29,888,71,0.59,1.4,21.5,1,Friday
1855,2010-01-30,821,77,0.59,1.44,28.5,1,Saturday
1856,2010-01-31,624,81,0.59,1.43,10.5,1,Sunday
1857,2010-02-01,187,110,0.59,1.42,27.5,2,Monday
1858,2010-02-02,579,52,0.59,1.4,3,2,Tuesday
1859,2010-02-03,84,40,0.73,9.38,7,2,Wednesday
1860,2010-02-04,1123,76,0.73,9.47,16.5,2,Thursday
1861,2010-02-05,1796,161,0.73,9.5,9,2,Friday
1862,2010-02-06,923,122,0.73,9.48,10.5,2,Saturday
1863,2010-02-07,625,84,0.71,9.93,11,2,Sunday
1864,2010-02-08,14,14,0.71,9.96,11,2,Monday
1865,2010-02-09,1679,144,0.71,9.81,20.5,2,Tuesday
1866,2010-02-10,1031,124,0.72,9.85,12,2,Wednesday
1867,2010-02-11,61,31,0.7,10.04,33.5,2,Thursday
1868,2010-02-12,85,16,0.72,10.01,12,2,Friday
1869,2010-02-13,457,56,0.71,10.03,26.5,2,Saturday
1870,2010-02-14,3, -   ,0.72,9.98,6.5,2,Sunday
1871,2010-02-15,994,131,0.72,9.91,7,2,Monday
1872,2010-02-16,13, -   ,0.7,10.05,12,2,Tuesday
1873,2010-02-17,160,65,0.72,10.01,23,2,Wednesday
1874,2010-02-18,778,81,0.72,9.97,7,2,Thursday
1875,2010-02-19,1,1,0.83,6.49,17.5,2,Friday
1876,2010-02-20,146,46,0.83,6.51,26.5,2,Saturday
1877,2010-02-21,46,16,0.83,6.43,13.5,2,Sunday
1878,2010-02-22,75,43,0.82,6.45,3,2,Monday
1879,2010-02-23,26,13,0.8,6.55,27.5,2,Tuesday
1880,2010-02-24,45,29,0.82,6.54,7,2,Wednesday
1881,2010-02-25,4,4,0.82,6.55,13.5,2,Thursday
1882,2010-02-26,1197,87,0.82,6.48,19.5,2,Friday
1883,2010-02-27,164,62,0.8,6.56,19.5,2,Saturday
1884,2010-02-28,16,6,0.82,6.53,12,2,Sunday
1885,2010-03-01,54,33,0.82,6.52,12,3,Monday
1886,2010-03-02,25,6,0.93,2.7,21,3,Tuesday
1887,2010-03-03,3,2,0.94,2.67,25,3,Wednesday
1888,2010-03-04,7,6,0.74,3.47,32,3,Thursday
1889,2010-03-05,60,1,0.74,3.49,9.5,3,Friday
1890,2010-03-06,1581,107,0.74,3.41,27.5,3,Saturday
1891,2010-03-07,144,46,0.74,3.42,20.5,3,Sunday
1892,2010-03-08,349,72,0.74,3.53,8.5,3,Monday
1893,2010-03-09,529,115,0.74,3.52,20,3,Tuesday
1894,2010-03-10,979,34,0.74,3.53,8.5,3,Wednesday
1895,2010-03-11,53,24,0.74,3.51,16,3,Thursday
